antigen_id,antigen_host_class,antigen_host_order,antigen_host_family,antigen_host_genus,antigen_host_species,antigen_collection_location_continent,antigen_collection_location_country,antigen_collection_location_region,antigen_collection_year
EPI119121,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,West Java,2006
EPI119143,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,West Java,2006
EPI119986,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,West Java,2006
EPI119988,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,West Java,2006
EPI119990,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI119992,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI119994,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI119996,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI119998,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120000,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120002,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120004,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120006,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120008,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120010,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120012,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI120028,Aves,Anseriformes,Anatidae,Cygnus,olor,Asia,Turkey,,2006
EPI120030,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI120040,Aves,Anseriformes,Anatidae,,,Europe,Switzerland,,2006
EPI120042,Aves,Anseriformes,Anatidae,,,Europe,Switzerland,,2006
EPI120046,Aves,Not Specified,,,,Europe,Switzerland,,2006
EPI1215584,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,South Kalimantan,2006
EPI122749,Mammalia,Primates,Hominidae,Homo,sapiens,Europe,Switzerland,,2006
EPI122751,Mammalia,Primates,Hominidae,Homo,sapiens,Europe,Switzerland,,2006
EPI122753,Mammalia,Primates,Hominidae,Homo,sapiens,Europe,Switzerland,,2006
EPI123529,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2006
EPI123531,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2006
EPI123635,Aves,Anseriformes,Anatidae,,,Asia,Indonesia,West Java,2006
EPI123794,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Yunnan Province,2006
EPI123798,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Tibet Autonomous Region,2006
EPI123800,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Laos,,2006
EPI123827,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2006
EPI124105,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI124253,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI124309,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Indonesia,,2006
EPI124624,Mammalia,Primates,Hominidae,Homo,sapiens,Africa,Egypt,,2006
EPI124626,Mammalia,Primates,Hominidae,Homo,sapiens,Africa,Egypt,,2006
EPI124628,Mammalia,Primates,Hominidae,Homo,sapiens,Africa,Egypt,,2006
EPI124630,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Iraq,,2006
EPI124632,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Iraq,,2006
EPI124634,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Azerbaijan,,2006
EPI124636,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Azerbaijan,,2006
EPI124733,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,Azerbaijan,,2006
EPI124737,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Azerbaijan,,2006
EPI124773,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Azerbaijan,,2006
EPI124791,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Iraq,,2006
EPI124809,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Iraq,,2006
EPI124827,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Iraq,,2006
EPI124845,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Egypt,,2006
EPI124863,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Egypt,,2006
EPI126535,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Asia,North Korea,,2006
EPI126767,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,North Korea,,2006
EPI126786,Aves,Galliformes,Numididae,,,Asia,North Korea,,2006
EPI126828,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,China,,2006
EPI127712,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Burkina Faso,,2006
EPI127714,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Burkina Faso,,2006
EPI1302485,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,West Java,2006
EPI1303620,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Sweden,,2006
EPI1303623,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Mongolia,,2006
EPI1303627,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Mongolia,,2006
EPI132663,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI133571,Aves,Anseriformes,Anatidae,Cygnus,cygnus,Asia,North Korea,,2006
EPI13996,Aves,Galliformes,Phasianidae,Meleagris,,Europe,France,,2006
EPI14040,,Not Specified,,,,Africa,Nigeria,Lagos State,2006
EPI14046,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI14048,,Not Specified,,,,Africa,Nigeria,Lagos State,2006
EPI14058,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI14096,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,Lagos State,2006
EPI14156,Aves,Anseriformes,Anatidae,,,Europe,France,,2006
EPI14170,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,Lagos State,2006
EPI14240,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14242,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14244,Mammalia,Carnivora,Felidae,Felis,catus,Europe,Germany,,2006
EPI14246,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14248,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14250,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Germany,,2006
EPI14252,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Germany,,2006
EPI14254,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14256,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14258,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14262,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14264,Aves,Falconiformes,Falconidae,Falco,,Europe,Germany,,2006
EPI14266,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14268,Aves,Accipitriformes,Accipitridae,Buteo,buteo,Europe,Germany,,2006
EPI14272,Aves,Charadriiformes,Laridae,,,Europe,Germany,,2006
EPI14274,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14278,Mammalia,Not Specified,,,,Europe,Germany,,2006
EPI14328,Aves,Not Specified,,,,Europe,Germany,,2006
EPI14330,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Germany,,2006
EPI14334,Aves,Anseriformes,Anatidae,,,Europe,Germany,,2006
EPI14336,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Germany,,2006
EPI14338,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Germany,,2006
EPI14340,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Germany,,2006
EPI14342,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI14344,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI14346,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI14348,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI14350,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,France,,2006
EPI14352,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI14523,Aves,Anseriformes,Anatidae,Cygnus,olor,Africa,Nigeria,,2006
EPI14525,Aves,Anseriformes,Anatidae,Cygnus,olor,Africa,Nigeria,,2006
EPI14531,Aves,Not Specified,,,,Africa,Nigeria,,2006
EPI149070,Mammalia,Primates,Hominidae,Homo,sapiens,Asia,China,Xinjiang Uyghur Autonomous Region,2006
EPI152245,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Thailand,,2006
EPI152247,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152249,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152258,Aves,Anseriformes,Anatidae,,,Asia,Thailand,,2006
EPI152277,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152285,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152292,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152300,Aves,Not Specified,,,,Asia,Thailand,,2006
EPI152309,Aves,Anseriformes,Anatidae,,,Asia,Thailand,,2006
EPI153471,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Laos,,2006
EPI153811,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Egypt,,2006
EPI153812,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153813,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153814,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153815,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153816,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153817,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153818,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI153819,Aves,Anseriformes,Anatidae,,,Africa,Nigeria,,2006
EPI153820,Aves,Galliformes,Numididae,,,Africa,Nigeria,,2006
EPI153822,Aves,Not Specified,,,,Africa,Nigeria,,2006
EPI153823,Aves,Galliformes,Phasianidae,Meleagris,,Africa,Nigeria,,2006
EPI153824,Aves,Galliformes,Phasianidae,Meleagris,,Africa,Nigeria,,2006
EPI154335,Aves,Falconiformes,Falconidae,Falco,,Africa,Nigeria,,2006
EPI154493,Aves,Struthioniformes,Struthionidae,Struthio,,Africa,Nigeria,,2006
EPI154501,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI154509,Aves,Anseriformes,Anatidae,,,Africa,Nigeria,,2006
EPI154517,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI154540,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI154867,Mammalia,Artiodactyla,Suidae,Sus,,Asia,Indonesia,,2006
EPI154869,Aves,Not Specified,,,,Africa,Nigeria,,2006
EPI154914,Aves,Galliformes,Phasianidae,Gallus,gallus,Africa,Nigeria,,2006
EPI1623513,Aves,Anseriformes,Anatidae,Spatula,discors,North America,United States,Maryland,2006
EPI164301,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164309,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164317,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164325,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164333,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164341,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164349,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164357,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164365,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164373,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164381,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164542,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,China,Yunnan Province,2006
EPI164550,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI164558,Aves,Anseriformes,Anatidae,,,Asia,China,Yunnan Province,2006
EPI167147,Aves,Not Specified,,,,Asia,Thailand,Phichit,2006
EPI168435,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Indonesia,,2006
EPI168657,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Thailand,Phichit,2006
EPI170754,Aves,Not Specified,,,,Africa,Egypt,,2006
EPI171747,Aves,Anseriformes,Anatidae,,,Europe,Slovenia,,2006
EPI173594,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Slovenia,,2006
EPI173595,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Slovenia,,2006
EPI173596,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Slovenia,,2006
EPI174220,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174221,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174222,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174223,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174224,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174225,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,,2006
EPI174226,Aves,Anseriformes,Anatidae,,,Asia,Turkey,,2006
EPI174227,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174228,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174229,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174230,Aves,Anseriformes,Anatidae,Anas,,Asia,Turkey,,2006
EPI174231,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174234,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174235,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,,2006
EPI174236,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174237,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,,2006
EPI174238,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174239,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174240,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174241,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174242,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174244,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,,2006
EPI174245,Aves,Anseriformes,Anatidae,Anas,,Asia,Turkey,,2006
EPI174246,Aves,Galliformes,Phasianidae,Meleagris,,Asia,Turkey,,2006
EPI174247,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174248,Aves,Anseriformes,Anatidae,Anas,,Asia,Turkey,,2006
EPI174249,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174250,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174251,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174252,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174253,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174254,Aves,Anseriformes,Anatidae,Anas,,Asia,Turkey,,2006
EPI174255,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174256,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174257,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174258,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174259,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174260,Aves,Anseriformes,Anatidae,,,Asia,Turkey,,2006
EPI174261,Aves,Anseriformes,Anatidae,,,Asia,Turkey,,2006
EPI174262,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174263,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174264,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174265,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174266,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174267,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174268,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174269,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174270,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174271,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174272,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174273,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174274,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174275,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174276,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174277,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174278,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174279,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174280,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174281,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174282,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174283,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174284,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174285,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174286,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174287,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174288,Aves,Anseriformes,Anatidae,Anas,,Asia,Turkey,,2006
EPI174289,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174290,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174291,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174292,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174293,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174294,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174295,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174296,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174297,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174298,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174299,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174300,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174301,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174302,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174303,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174304,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174305,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174306,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174307,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174308,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174309,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174310,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174311,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174312,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174313,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174314,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174315,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174316,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174317,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174318,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174319,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174320,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174321,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174322,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174323,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174324,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174325,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174326,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174327,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174328,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174329,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174330,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174331,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174332,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174333,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174334,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174335,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174337,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174339,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174340,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174341,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174342,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174343,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174344,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174345,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174346,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174347,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174348,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174349,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174350,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174351,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174352,Aves,Not Specified,,,,Asia,Turkey,,2006
EPI174353,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174354,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174355,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174356,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174357,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174358,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174359,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174360,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174361,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174362,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174363,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174364,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174365,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174366,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174367,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Turkey,,2006
EPI174744,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Pakistan,,2006
EPI174746,Aves,Galliformes,Phasianidae,Gallus,gallus,Asia,Pakistan,,2006
EPI174751,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Dolj,2006
EPI174752,Aves,Anseriformes,Anatidae,,,Europe,Romania,,2006
EPI174753,Aves,Anseriformes,Anatidae,,,Europe,Romania,Judetul Constanta,2006
EPI174754,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Constanta,2006
EPI174755,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Constanta,2006
EPI174756,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Brasov,2006
EPI174757,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Brasov,2006
EPI174759,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Covasna,2006
EPI174760,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Romania,Judetul Covurlui,2006
EPI174762,Aves,Anseriformes,Anatidae,Cygnus,olor,Europe,Romania,Municipiul Bucuresti,2006
EPI174763,Aves,Anseriformes,Anatidae,Anser,anser,Europe,Romania,Municipiul Bucuresti,2006
EPI174764,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Brasov,2006
EPI174765,Aves,Galliformes,Phasianidae,Meleagris,,Europe,Romania,Judetul Bacau,2006
EPI174766,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Giurgiu,2006
EPI174767,Aves,Galliformes,Phasianidae,Gallus,gallus,Europe,Romania,Judetul Brasov,2006
